journal,paper_id,year,DOI,figure_number,panel,representation,number_of_groups,approximate_n_per_group,raw_points_visible,summary,summary_source,error,error_source,marker_size_relative,marker_edge,marker_fill,jitter_style,bar_width,box_width,palette_type,control_color_behavior,statistical_annotation,p_display,axis_style,legend_style,n_label,zero_baseline,physical_panel_size,confidence_of_measurement,notes,image_path,reviewer,journal_family,n_class
Nature Communications,PMC13562594,2026,10.1038/s41467-026-77485-1,8,c/3,dot_strip+summary,2x2,3/3/3/3,yes,mean,inferred,none,none,medium,same_colour,open,jitter,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,in_caption,yes,medium,medium,"Serping1 RT-qPCR, open diamonds (orange H77L / green C118F) with black mean bar, p values printed as text",PRIVATE_REFERENCE_ONLY/corpus/PMC13562594/figures/Fig8.webp,gc_nature,Nature,small
Nature Communications,PMC13562594,2026,10.1038/s41467-026-77485-1,8,c/4,dot_strip+summary,2x2,3/3/3/3,yes,mean,inferred,none,none,medium,same_colour,open,jitter,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,in_caption,yes,medium,medium,"Mustn1 RT-qPCR, open diamonds (orange H77L / green C118F) with black mean bar, p values printed as text",PRIVATE_REFERENCE_ONLY/corpus/PMC13562594/figures/Fig8.webp,gc_nature,Nature,small
Nature Biotechnology,PMC13368582,2026,10.1038/s41587-025-02797-4,4,a,bar,5x5,unknown,no,mean,caption,none,none,na,na,na,na,wide,na,multi_categorical,na,none,none,LB,outside,none,yes,medium,medium,"Mean flux per reaction; five growth-condition bars (colour) per reaction, in vitro vs in vivo coded by diagonal hatching; no error bars; significance only stated in caption",PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/figures/Fig4.jpg,gc_nature,Nature,unknown
Nature Biotechnology,PMC13368582,2026,10.1038/s41587-025-02797-4,4,b,bar,5x6,unknown,no,mean,caption,none,none,na,na,na,na,wide,na,multi_categorical,na,none,none,LB,inside,none,yes,medium,medium,Same style as a for glycolysis reactions; some bars negative so bars run both sides of the zero line; hatched fills for in vitro,PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/figures/Fig4.jpg,gc_nature,Nature,unknown
Nature Biotechnology,PMC13368582,2026,10.1038/s41587-025-02797-4,4,c,bar,2x6,unknown,no,mean,caption,none,none,na,na,na,na,wide,na,multi_categorical,coloured,none,none,LB,outside,none,yes,medium,medium,Cheek (blue) vs scalp (yellow) paired bars for six reactions; y axis starts at 0 but bars all near axis maximum,PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/figures/Fig4.jpg,gc_nature,Nature,unknown
Nature Biotechnology,PMC13368582,2026,10.1038/s41587-025-02797-4,4,d/1,bar,2x7,unknown,no,mean,caption,none,none,na,na,na,na,wide,na,multi_categorical,coloured,none,none,LB,outside,none,yes,small,medium,"Histidine metabolism subpanel; cheek vs scalp bars, most categories have only one visible bar; values both positive and negative",PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/figures/Fig4.jpg,gc_nature,Nature,unknown
Nature Biotechnology,PMC13368582,2026,10.1038/s41587-025-02797-4,4,d/2,bar,2x4,unknown,no,mean,caption,none,none,na,na,na,na,wide,na,multi_categorical,coloured,none,none,LB,outside,none,yes,small,medium,Proline/glutamate subpanel of panel d; same cheek vs scalp two-colour bars,PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/figures/Fig4.jpg,gc_nature,Nature,unknown
Nature Biotechnology,PMC13368582,2026,10.1038/s41587-025-02797-4,5,d/1,box,6,caption:4/4/8/4,no,median,caption,IQR_whiskers,caption,small,dark,filled,none,na,medium,outline_only,white_or_open,bracket+p_value,mixed,LB,none,in_caption,no,small,medium,"Pro-IL-1B HiBiT box plots; white boxes with black outline, only outlier points drawn; three brackets with exact Dunn P values plus NS labels; two media controls (0.2% Triton X, BHI) then four species",PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/figures/Fig5.jpg,gc_nature,Nature,small
Nature Biotechnology,PMC13368582,2026,10.1038/s41587-025-02797-4,5,d/2,box,6,caption:4/4/8/4,no,median,caption,IQR_whiskers,caption,small,dark,filled,none,na,medium,outline_only,white_or_open,bracket+p_value,mixed,LB,none,in_caption,no,small,medium,"Cleaved IL-1B ELISA box plots, same styling as d/1; outliers shown as small filled dots beyond whiskers",PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/figures/Fig5.jpg,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,1,E,bar+points,4x2,~10/~25/~10/~18/~9/~22/~10/~9,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,coloured,none,none,LB,inside,none,yes,small,high,"open blue bars = beta-arr1 WT, filled = deltaCTD; error bars with caps; points are open circles",PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig1.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,1,H,bar+points,4x2,~8/~10/~10/~8/~7/~14/~15/~8,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,coloured,none,none,LB,inside,none,yes,small,high,purple version of panel E; open vs filled bars for two constructs,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig1.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,2,B,bar+points,7x2,~8-25 per bar,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,multi_categorical,coloured,none,none,LB,above,none,yes,medium,high,"each receptor own colour; open bar = WT beta-arr1, filled = deltaCTD; legend in black/white above plot",PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig2.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,2,E/1,bar+points,2,~15/~15,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,na,none,none,LB,none,none,yes,small,high,"red bars, receptor channel; 1 step vs 2 steps",PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig2.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,2,E/2,bar+points,2,~15/~15,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,na,none,none,LB,none,none,yes,small,high,"green bars, beta-arr1 channel",PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig2.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,2,F/1,bar+points,2,~10/~10,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,na,none,none,LB,none,none,yes,small,high,red bars V2R receptor channel,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig2.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,2,F/2,bar+points,2,~10/~10,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,na,none,none,LB,none,none,yes,small,high,green bars V2R beta-arr1 channel,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig2.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,2,G,bar+points,5,~10/~13/~6/~8/~9,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,multi_categorical,coloured,none,none,LB,none,none,yes,medium,high,"4 receptors, mGluR8 shown as open and filled bar (WT vs deltaCTD) so 5 bars",PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig2.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,2,H,bar+points,5,~9/~13/~7/~7/~10,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,multi_categorical,coloured,none,none,LB,above,none,yes,medium,high,same layout as G; legend box above right of panel,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig2.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,2,K,bar+points,3x2,~10/~10/~10/~10/~12/~20,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,multi_categorical,coloured,none,none,LB,inside,none,yes,small,high,grey/blue/purple per receptor; open = Galphai1 WT filled = Ins4A,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig2.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,2,L,bar+points,3,~12/~12/~16,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,multi_categorical,coloured,none,none,LB,none,none,yes,small,high,grey/blue/purple bars,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig2.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,3,A,bar+points,13x2,~3-5 per bar,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,coloured,none,none,LB,inside,none,yes,medium,high,WT + 12 mutants x (open WT beta-arr1 / filled deltaCTD) purple; horizontal reference lines at WT means; sequence schematic above,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig3.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,3,D/1,bar+points,2,7/10,yes,mean,caption,SEM,caption,small,dark,filled,jitter,medium,na,single_accent,coloured,bracket+p_value,threshold,LB,none,none,yes,small,high,black filled points on purple bars; p<0.001,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig3.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,3,D/2,bar+points,2,3/3,yes,mean,caption,SEM,caption,medium,dark,filled,jitter,medium,na,single_accent,coloured,bracket+p_value,threshold,LB,none,none,yes,small,high,"internalization %, p<0.001",PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig3.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,3,G,dot_strip,2x2,3/3/3/3,yes,none,none,none,none,medium,dark,mixed,centered,na,na,monochrome_black,white_or_open,line+p_value,exact,L,none,none,yes,small,medium,"paired before/after plot with connecting lines (Control open, +Glu filled); p=0.014 and p=0.029 lines above each pair; receptor schematics above",PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig3.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,4,A,bar+points,6,3/3/3/3/3/3,yes,mean,caption,SEM,caption,medium,dark,open,jitter,medium,na,single_accent,coloured,line+p_value,exact,LB,none,none,yes,medium,high,purple bars; horizontal line at 0 with axis extending to -10; p=0.0019 etc over pairs; cartoons above bars,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig4.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,4,E,bar+points,2,10/10,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,outline_only,na,bracket+p_value,exact,LB,none,none,yes,small,high,open purple outlined bars trans vs cis; p=0.001,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig4.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,5,A,bar+points,5,4/4/4/3/3,yes,mean,caption,SEM,caption,medium,dark,open,jitter,medium,na,single_accent,coloured,line+p_value,mixed,LB,none,none,yes,medium,high,light purple bars with grey outline; first bar grey; p<0.001 and p=0.023 mixed; multiple comparison lines stacked,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig5.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,5,D,bar+points,3,~12/~12/~10,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,threshold,LB,none,none,yes,small,high,control bar grey with open points; p<0.001 brackets,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig5.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,5,E/1,bar+points,2,~8/~8,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,na,none,none,LB,none,none,yes,small,high,red bars receptor channel 1 step vs 2 steps,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig5.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,5,E/2,bar+points,2,~8/~8,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,na,none,none,LB,none,none,yes,small,high,green bars beta-arr1 channel,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig5.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,5,F,bar+points,2,5/10,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,coloured,none,none,LB,none,none,yes,small,high,light purple bars,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig5.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,6,D,bar+points,3x3,~14/~11/~10/~10/~10/~9/~5/~5/~5,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,multi_categorical,white_or_open,none,none,LB,none,none,yes,medium,high,three receptor sub-blocks separated by dotted vertical lines; first bar of each block open outline; colours purple/brown/grey,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig6.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,6,E,bar+points,2x3,~10/~12/~9/~8/~10/~6,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,multi_categorical,white_or_open,none,none,LB,none,none,yes,medium,high,mGluR8 vs V2R blocks separated by vertical line,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig6.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,7,A,violin,10x2,unknown,no,unknown,none,none,none,na,na,na,na,na,medium,multi_categorical,na,none,none,LB,inside,none,yes,medium,medium,"scRNA-seq expression violins (Arrb1 green, Arrb2 red) across neuronal classes; no points or summary marks; dashed vertical divider glutamatergic vs GABAergic",PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig7.webp,gc_nature,Nature,unknown
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,7,G,bar+points,2,~8/~10,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,outline_only,white_or_open,bracket+p_value,threshold,LB,none,none,yes,small,high,open bars with brown/purple outline; p<0.001,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig7.webp,gc_nature,Nature,small
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,8,D,bar+points,3,~10/~16/~16,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,greys,grey,none,none,LB,none,none,yes,small,high,three grey shades; two-row category label table under x axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig8.webp,gc_nature,Nature,medium
Nature Communications,PMC13562520,2026,10.1038/s41467-026-77555-4,8,E,bar+points,2x4,~20/~20/~18/~17/~17/~16/~18/~17,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,multi_categorical,na,none,none,LB,none,none,yes,medium,high,"red = beta-arr1, green = Galphai1; 1 vs 2 bleaching steps per protein; dotted red reference lines; two blocks divided by vertical line",PRIVATE_REFERENCE_ONLY/corpus/PMC13562520/figures/Fig8.webp,gc_nature,Nature,medium
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,1,d,bar,14x2,unknown,no,unknown,none,none,none,na,na,na,na,medium,na,single_accent,grey,none,none,LB,inside,none,yes,large,medium,"grouped dark/light bars over 14 insertion sites, single measurement",PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig1.jpg,gc_nature,Nature,unknown
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,1,e/1,bar,5x2,unknown,no,unknown,none,none,none,na,na,na,na,medium,na,single_accent,grey,none,none,LB,inside,none,yes,medium,medium,linker variants dark vs light,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig1.jpg,gc_nature,Nature,unknown
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,1,e/2,bar,5x2,unknown,no,unknown,none,none,none,na,na,na,na,medium,na,single_accent,grey,none,none,LB,inside,none,yes,medium,medium,C-terminal truncation variants dark vs light,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig1.jpg,gc_nature,Nature,unknown
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,1,h,bar+points,3x2,caption:n=3,yes,mean,caption,SD,caption,small,none,filled,centered,medium,na,single_accent,grey,none,none,LB,inside,in_caption,yes,small,medium,"fold-change text labels above bars, not statistics",PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig1.jpg,gc_nature,Nature,small
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,3,c,bar+points,4,19/21/26/15,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,multi_categorical,black,bracket+stars,stars,LB,outside,in_caption,yes,small,high,mEPSC frequency; n.s. text also used,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig3.jpg,gc_nature,Nature,medium
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,3,d,bar+points,4,19/21/26/15,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,multi_categorical,black,bracket+stars,stars,LB,outside,in_caption,yes,small,high,mEPSC amplitude; shares legend with c,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig3.jpg,gc_nature,Nature,medium
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,3,h,bar+points,2,14/14,yes,mean,caption,SEM,caption,small,dark,open,jitter,medium,na,single_accent,grey,line+stars,stars,LB,none,in_caption,yes,small,high,I-O slope dark vs light,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig3.jpg,gc_nature,Nature,medium
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,3,o,bar+points,2,~12/~12,yes,mean,inferred,SEM,inferred,small,dark,open,jitter,medium,na,single_accent,grey,line+stars,stars,LB,outside,none,yes,small,medium,ChrimsonR vs ChrimsonR+LATeNT amplitude,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig3.jpg,gc_nature,Nature,medium
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,3,s,bar+points,2,4/4,yes,mean,inferred,SEM,inferred,small,dark,filled,jitter,medium,na,single_accent,grey,line+stars,stars,LB,outside,none,yes,small,medium,ipsilateral vs contralateral cVAMP2 puncta,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig3.jpg,gc_nature,Nature,small
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,4,d,bar+points,3,3/3/3,yes,mean,caption,SEM,caption,small,dark,open,centered,medium,na,single_accent,grey,bracket+stars,stars,LB,outside,in_caption,yes,small,high,c-Fos cells per mm2; SE/EE/EE+light,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig4.jpg,gc_nature,Nature,small
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,4,i,bar+points,3x2,8/8,yes,mean,caption,SEM,caption,small,dark,open,jitter,narrow,na,single_accent,grey,bracket+stars,stars,LB,above,in_caption,yes,small,medium,three EPM trials x control/LATeNT; dashed dividers between trials,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig4.jpg,gc_nature,Nature,small
Nature Methods,PMC13442000,2026,10.1038/s41592-026-03176-w,5,j,bar+points,4,3/3/3/3,yes,mean,caption,SD,caption,small,dark,filled,centered,medium,na,greys,grey,bracket+stars,mixed,LB,none,below_category,yes,small,medium,GSIS; +/- Dox and +/- light indicated in table below axis; n.s. text and ** used,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/figures/Fig5.jpg,gc_nature,Nature,small
