paper_id,journal,journal_family,year,figure_number,image_path,route,image_width_px,image_height_px,figure_aspect,typeset_width_mm,width_evidence,width_assumption,n_panels_detected,n_text_lines,text_size_clusters_pt,smallest_cluster_pt,dominant_cluster_pt,largest_cluster_pt,text_evidence,stroke_pt_inferred,line_widths_pt_observed,coloured_fraction,n_hue_clusters,mean_saturation,dark_fraction,license_url
PMC12416865,Cancer Cell,Cell,2025,5,PRIVATE_REFERENCE_ONLY/corpus/PMC12416865/figures/Fig5.gif,web_jpeg,100,126,0.794,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",2,0,[],,,,ESTIMATED,,,0.0186,2,0.391,0.0,http://creativecommons.org/licenses/by/4.0/
PMC12416865,Cancer Cell,Cell,2025,6,PRIVATE_REFERENCE_ONLY/corpus/PMC12416865/figures/Fig6.gif,web_jpeg,100,101,0.99,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0365,3,0.487,0.0879,http://creativecommons.org/licenses/by/4.0/
PMC12416865,Cancer Cell,Cell,2025,7,PRIVATE_REFERENCE_ONLY/corpus/PMC12416865/figures/Fig7.jpg,web_jpeg,756,874,0.865,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",7,206,"[{""pt"": 2.23, ""n_lines"": 23}, {""pt"": 3.12, ""n_lines"": 149}, {""pt"": 4.01, ""n_lines"": 29}]",2.23,3.12,4.01,ESTIMATED,0.8,,0.0224,3,0.658,0.051,http://creativecommons.org/licenses/by/4.0/
PMC12456964,Cell,Cell,2025,1,PRIVATE_REFERENCE_ONLY/corpus/PMC12456964/figures/Fig1.gif,web_jpeg,100,99,1.01,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",2,1,[],,,,ESTIMATED,,,0.056,4,0.583,0.0253,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12456964,Cell,Cell,2025,2,PRIVATE_REFERENCE_ONLY/corpus/PMC12456964/figures/Fig2.gif,web_jpeg,100,92,1.087,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0067,1,0.379,0.263,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12456964,Cell,Cell,2025,3,PRIVATE_REFERENCE_ONLY/corpus/PMC12456964/figures/Fig3.jpg,web_jpeg,738,839,0.88,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",7,97,"[{""pt"": 2.28, ""n_lines"": 19}, {""pt"": 3.19, ""n_lines"": 77}]",2.28,3.19,3.19,ESTIMATED,2.12,,0.0556,2,0.631,0.0337,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12456964,Cell,Cell,2025,4,PRIVATE_REFERENCE_ONLY/corpus/PMC12456964/figures/Fig4.gif,web_jpeg,124,80,1.55,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0393,2,0.499,0.0153,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12456964,Cell,Cell,2025,5,PRIVATE_REFERENCE_ONLY/corpus/PMC12456964/figures/Fig5.gif,web_jpeg,100,88,1.136,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0075,4,0.667,0.5569,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12456964,Cell,Cell,2025,6,PRIVATE_REFERENCE_ONLY/corpus/PMC12456964/figures/Fig6.gif,web_jpeg,100,117,0.855,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,2,[],,,,ESTIMATED,,,0.0401,4,0.513,0.3332,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12456964,Cell,Cell,2025,7,PRIVATE_REFERENCE_ONLY/corpus/PMC12456964/figures/Fig7.gif,web_jpeg,119,80,1.488,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0608,4,0.453,0.0071,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12488066,Molecular Cell,Cell,2025,1,PRIVATE_REFERENCE_ONLY/corpus/PMC12488066/figures/Fig1.jpg,web_jpeg,743,373,1.992,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",3,38,"[{""pt"": 4.17, ""n_lines"": 6}, {""pt"": 6.49, ""n_lines"": 22}, {""pt"": 8.81, ""n_lines"": 4}]",4.17,6.49,8.81,ESTIMATED,,,0.1011,5,0.616,0.2158,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12488066,Molecular Cell,Cell,2025,2,PRIVATE_REFERENCE_ONLY/corpus/PMC12488066/figures/Fig2.jpg,web_jpeg,736,470,1.566,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",2,45,"[{""pt"": 3.74, ""n_lines"": 6}, {""pt"": 5.62, ""n_lines"": 30}]",3.74,5.62,5.62,ESTIMATED,,,0.0831,2,0.539,0.0596,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12488066,Molecular Cell,Cell,2025,3,PRIVATE_REFERENCE_ONLY/corpus/PMC12488066/figures/Fig3.gif,web_jpeg,100,119,0.84,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0694,3,0.377,0.0,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12488066,Molecular Cell,Cell,2025,4,PRIVATE_REFERENCE_ONLY/corpus/PMC12488066/figures/Fig4.jpg,web_jpeg,753,595,1.266,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",3,89,"[{""pt"": 5.49, ""n_lines"": 26}, {""pt"": 7.32, ""n_lines"": 29}, {""pt"": 9.15, ""n_lines"": 30}]",5.49,9.15,9.15,ESTIMATED,0.66,,0.1353,3,0.466,0.0269,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12488066,Molecular Cell,Cell,2025,5,PRIVATE_REFERENCE_ONLY/corpus/PMC12488066/figures/Fig5.jpg,web_jpeg,742,637,1.165,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",7,99,"[{""pt"": 2.72, ""n_lines"": 19}, {""pt"": 3.63, ""n_lines"": 34}, {""pt"": 4.99, ""n_lines"": 32}]",2.72,3.63,4.99,ESTIMATED,,,0.069,6,0.63,0.0801,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12488066,Molecular Cell,Cell,2025,6,PRIVATE_REFERENCE_ONLY/corpus/PMC12488066/figures/Fig6.jpg,web_jpeg,743,512,1.451,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",3,102,"[{""pt"": 5.56, ""n_lines"": 22}, {""pt"": 7.42, ""n_lines"": 49}, {""pt"": 9.27, ""n_lines"": 18}]",5.56,7.42,9.27,ESTIMATED,9.29,,0.1107,3,0.544,0.0396,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12488066,Molecular Cell,Cell,2025,7,PRIVATE_REFERENCE_ONLY/corpus/PMC12488066/figures/Fig7.gif,web_jpeg,99,91,1.088,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0684,3,0.46,0.0102,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12490786,Science Translational Medicine,Science,2025,1,PRIVATE_REFERENCE_ONLY/corpus/PMC12490786/figures/Fig1.jpg,web_jpeg,1878,994,1.889,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",7,153,"[{""pt"": 6.21, ""n_lines"": 41}, {""pt"": 8.15, ""n_lines"": 81}, {""pt"": 9.31, ""n_lines"": 21}]",6.21,8.15,9.31,ESTIMATED,5.0,,0.0483,3,0.449,0.0766,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12490786,Science Translational Medicine,Science,2025,2,PRIVATE_REFERENCE_ONLY/corpus/PMC12490786/figures/Fig2.jpg,web_jpeg,1832,1331,1.376,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",11,83,"[{""pt"": 11.13, ""n_lines"": 63}]",11.13,11.13,11.13,ESTIMATED,,,0.0329,1,0.544,0.1199,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12490786,Science Translational Medicine,Science,2025,3,PRIVATE_REFERENCE_ONLY/corpus/PMC12490786/figures/Fig3.jpg,web_jpeg,1867,1561,1.196,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",5,174,"[{""pt"": 1.57, ""n_lines"": 29}, {""pt"": 2.18, ""n_lines"": 39}, {""pt"": 2.66, ""n_lines"": 51}, {""pt"": 3.14, ""n_lines"": 46}]",1.57,2.66,3.14,ESTIMATED,,,0.0936,3,0.658,0.1082,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12490786,Science Translational Medicine,Science,2025,4,PRIVATE_REFERENCE_ONLY/corpus/PMC12490786/figures/Fig4.jpg,web_jpeg,1942,1473,1.318,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",8,136,"[{""pt"": 7.5, ""n_lines"": 23}, {""pt"": 9.0, ""n_lines"": 53}, {""pt"": 10.5, ""n_lines"": 24}, {""pt"": 11.63, ""n_lines"": 14}]",7.5,9.0,11.63,ESTIMATED,,,0.0773,1,0.541,0.1344,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12490786,Science Translational Medicine,Science,2025,5,PRIVATE_REFERENCE_ONLY/corpus/PMC12490786/figures/Fig5.jpg,web_jpeg,1910,688,2.776,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",2,89,"[{""pt"": 6.48, ""n_lines"": 52}, {""pt"": 8.01, ""n_lines"": 14}]",6.48,6.48,8.01,ESTIMATED,,,0.1579,1,0.524,0.2147,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12490786,Science Translational Medicine,Science,2025,6,PRIVATE_REFERENCE_ONLY/corpus/PMC12490786/figures/Fig6.jpg,web_jpeg,1897,1652,1.148,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",8,146,"[{""pt"": 2.97, ""n_lines"": 117}]",2.97,2.97,2.97,ESTIMATED,,,0.0793,1,0.53,0.1415,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12490786,Science Translational Medicine,Science,2025,7,PRIVATE_REFERENCE_ONLY/corpus/PMC12490786/figures/Fig7.jpg,web_jpeg,1898,1364,1.391,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",9,246,"[{""pt"": 3.07, ""n_lines"": 37}, {""pt"": 4.61, ""n_lines"": 53}, {""pt"": 6.14, ""n_lines"": 62}, {""pt"": 7.68, ""n_lines"": 71}]",3.07,7.68,7.68,ESTIMATED,0.55,,0.01,2,0.554,0.0591,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12870020,Science Translational Medicine,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC12870020/figures/Fig1.jpg,web_jpeg,1927,2100,0.918,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",3,30,"[{""pt"": 3.28, ""n_lines"": 12}, {""pt"": 4.1, ""n_lines"": 18}]",3.28,4.1,4.1,ESTIMATED,,,0.2651,3,0.736,0.1117,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12870020,Science Translational Medicine,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC12870020/figures/Fig2.jpg,web_jpeg,2100,2086,1.007,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,187,"[{""pt"": 1.61, ""n_lines"": 76}, {""pt"": 2.69, ""n_lines"": 73}, {""pt"": 3.12, ""n_lines"": 20}]",1.61,1.61,3.12,ESTIMATED,,,0.348,5,0.552,0.0775,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12870020,Science Translational Medicine,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC12870020/figures/Fig3.jpg,web_jpeg,1904,2100,0.907,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,59,"[{""pt"": 3.08, ""n_lines"": 10}, {""pt"": 3.56, ""n_lines"": 46}]",3.08,3.56,3.56,ESTIMATED,,,0.2277,1,0.765,0.1343,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12870020,Science Translational Medicine,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC12870020/figures/Fig4.jpg,web_jpeg,2100,1994,1.053,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,187,"[{""pt"": 1.61, ""n_lines"": 82}, {""pt"": 2.79, ""n_lines"": 84}]",1.61,2.79,2.79,ESTIMATED,,,0.3956,4,0.633,0.0733,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12870020,Science Translational Medicine,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC12870020/figures/Fig5.jpg,web_jpeg,1561,959,1.628,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",2,22,"[{""pt"": 12.6, ""n_lines"": 20}]",12.6,12.6,12.6,ESTIMATED,,,0.0472,6,0.66,0.2483,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC12916471,Cell Systems,Cell,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC12916471/figures/Fig1.jpg,web_jpeg,736,481,1.53,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",8,69,"[{""pt"": 4.68, ""n_lines"": 66}]",4.68,4.68,4.68,ESTIMATED,3.35,,0.0179,2,0.549,0.2511,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12916471,Cell Systems,Cell,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC12916471/figures/Fig2.gif,web_jpeg,199,79,2.519,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,1,[],,,,ESTIMATED,,,0.0673,5,0.543,0.3201,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12916471,Cell Systems,Cell,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC12916471/figures/Fig3.gif,web_jpeg,107,80,1.337,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0089,2,0.38,0.1436,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12916471,Cell Systems,Cell,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC12916471/figures/Fig4.gif,web_jpeg,100,88,1.136,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0167,2,0.364,0.1197,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12916471,Cell Systems,Cell,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC12916471/figures/Fig5.gif,web_jpeg,100,93,1.075,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.1276,3,0.564,0.1969,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12916471,Cell Systems,Cell,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC12916471/figures/Fig6.gif,web_jpeg,100,101,0.99,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,1,[],,,,ESTIMATED,,,0.1076,3,0.407,0.2257,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12951864,Nature Biotechnology,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC12951864/typeset/fig01_typeset_600dpi.png,typeset_pdf,2920,4935,0.592,123.59,OBSERVED,,16,120,"[{""pt"": 5.36, ""n_lines"": 59}, {""pt"": 6.37, ""n_lines"": 46}]",5.36,5.36,6.37,INFERRED,,"{""0.32"": 24, ""0.25"": 14, ""0.31"": 12, ""0.33"": 12, ""0.85"": 6, ""0.50"": 3, ""2.00"": 2, ""0.26"": 1, ""0.10"": 1}",0.0773,2,0.621,0.1025,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12951864,Nature Biotechnology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC12951864/typeset/fig02_typeset_600dpi.png,typeset_pdf,3299,4663,0.707,139.64,OBSERVED,,17,70,"[{""pt"": 5.36, ""n_lines"": 18}, {""pt"": 6.37, ""n_lines"": 30}]",5.36,6.37,6.37,INFERRED,,"{""0.30"": 54, ""0.31"": 36, ""0.29"": 18, ""0.25"": 15, ""0.26"": 10, ""0.27"": 1}",0.1072,2,0.794,0.2817,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12951864,Nature Biotechnology,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC12951864/typeset/fig03_typeset_600dpi.png,typeset_pdf,4419,3075,1.437,187.0,OBSERVED,,6,75,"[{""pt"": 5.53, ""n_lines"": 24}, {""pt"": 6.53, ""n_lines"": 43}]",5.53,6.53,6.53,INFERRED,,"{""0.07"": 24, ""0.50"": 14, ""0.06"": 14, ""0.42"": 12, ""0.25"": 8, ""0.69"": 3}",0.0217,2,0.755,0.0379,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12951864,Nature Biotechnology,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC12951864/typeset/fig04_typeset_600dpi.png,typeset_pdf,4374,4770,0.917,185.12,OBSERVED,,1,255,"[{""pt"": 3.52, ""n_lines"": 40}, {""pt"": 4.52, ""n_lines"": 114}, {""pt"": 5.53, ""n_lines"": 86}]",3.52,4.52,5.53,INFERRED,,"{""2.93"": 43, ""0.24"": 16, ""0.22"": 2}",0.1465,1,0.577,0.1068,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12951864,Nature Biotechnology,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC12951864/figures/Fig5.gif,web_jpeg,100,198,0.505,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0525,4,0.749,0.3869,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC12951864,Nature Biotechnology,Nature,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC12951864/typeset/fig06_typeset_600dpi.png,typeset_pdf,4355,3445,1.264,184.34,OBSERVED,,1,112,"[{""pt"": 4.52, ""n_lines"": 39}, {""pt"": 5.53, ""n_lines"": 55}]",4.52,5.53,5.53,INFERRED,,"{""0.25"": 35, ""0.32"": 32, ""0.35"": 32, ""0.30"": 12, ""0.33"": 8, ""0.31"": 8, ""0.50"": 3}",0.0522,3,0.884,0.2078,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13004167,Science,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig1.jpg,web_jpeg,1222,1630,0.75,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",9,129,"[{""pt"": 3.32, ""n_lines"": 88}, {""pt"": 4.25, ""n_lines"": 17}]",3.32,3.32,4.25,ESTIMATED,0.13,,0.0324,4,0.618,0.0529,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13004167,Science,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig2.jpg,web_jpeg,1230,1562,0.787,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",6,188,"[{""pt"": 1.83, ""n_lines"": 29}, {""pt"": 3.12, ""n_lines"": 126}]",1.83,3.12,3.12,ESTIMATED,1.71,,0.0236,4,0.605,0.0499,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13004167,Science,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig3.jpg,web_jpeg,1220,1757,0.694,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",5,159,"[{""pt"": 1.48, ""n_lines"": 19}, {""pt"": 2.03, ""n_lines"": 16}, {""pt"": 3.33, ""n_lines"": 100}]",1.48,3.33,3.33,ESTIMATED,1.72,,0.0808,3,0.552,0.055,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13004167,Science,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig4.jpg,web_jpeg,1233,1682,0.733,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",9,176,"[{""pt"": 0.92, ""n_lines"": 29}, {""pt"": 1.46, ""n_lines"": 22}, {""pt"": 3.29, ""n_lines"": 98}]",0.92,3.29,3.29,ESTIMATED,1.7,,0.0435,4,0.574,0.0519,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13004167,Science,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig5.jpg,web_jpeg,1187,1693,0.701,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",12,167,"[{""pt"": 3.23, ""n_lines"": 130}]",3.23,3.23,3.23,ESTIMATED,0.82,,0.077,5,0.768,0.0793,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13004167,Science,Science,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig6.jpg,web_jpeg,1397,1497,0.933,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,52,"[{""pt"": 2.1, ""n_lines"": 6}, {""pt"": 3.39, ""n_lines"": 26}]",2.1,3.39,3.39,ESTIMATED,,,0.1493,3,0.596,0.0527,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13004167,Science,Science,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig7.jpg,web_jpeg,1229,1743,0.705,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",7,126,"[{""pt"": 2.39, ""n_lines"": 29}, {""pt"": 2.57, ""n_lines"": 16}, {""pt"": 3.31, ""n_lines"": 36}]",2.39,3.31,3.31,ESTIMATED,,,0.0712,5,0.63,0.0551,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13035345,Science Translational Medicine,Science,2025,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig1.jpg,web_jpeg,1810,824,2.197,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",4,61,"[{""pt"": 7.24, ""n_lines"": 39}]",7.24,7.24,7.24,ESTIMATED,,,0.0447,2,0.53,0.0893,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13035345,Science Translational Medicine,Science,2025,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig2.jpg,web_jpeg,1012,1693,0.598,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",7,99,"[{""pt"": 1.67, ""n_lines"": 22}, {""pt"": 4.01, ""n_lines"": 42}]",1.67,4.01,4.01,ESTIMATED,1.12,,0.0304,3,0.619,0.0825,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
